ttl_s,network_delay_s,params,complexity,accepted,false_rejection,replay_window_exposure_s,canonicalization_ms,signature_ms,verification_ms,server_latency_ms,end_to_end_latency_ms,concurrent_requests
30,5,5,nested,True,False,30,0.006541999999998271,0.0024170000000045544,0.002332999999993257,0.01745800000002573,5000.017458,1
30,5,5,nested,True,False,30,0.006375000000002906,0.002500000000016378,0.002332999999993257,0.017542000000009272,5000.017542,1
30,5,5,nested,True,False,30,0.0066659999999885144,0.002500000000016378,0.0023339999999927308,0.017708000000005164,5000.017708,1
30,5,5,nested,True,False,30,0.006167000000001366,0.002541999999994271,0.0023330000000210127,0.017124999999978963,5000.017125,1
30,5,5,nested,True,False,30,0.006416000000009081,0.0024999999999886224,0.0023749999999989058,0.017332999999980503,5000.017333,1
30,5,20,flat,True,False,30,0.011666999999992989,0.004499999999990623,0.00279200000000146,0.02749999999998587,5000.0275,1
30,5,20,flat,True,False,30,0.009665999999991515,0.0038750000000142837,0.0027499999999958114,0.024334000000014733,5000.024334,1
30,5,20,flat,True,False,30,0.008332999999999258,0.0028750000000132836,0.0025420000000220266,0.02091599999998195,5000.020916,1
30,5,20,flat,True,False,30,0.007791000000006987,0.0027079999999901627,0.0025839999999999197,0.02016699999998761,5000.020167,1
30,5,20,flat,True,False,30,0.007666999999988988,0.0027499999999958114,0.002500000000016378,0.01995899999998607,5000.019959,1
30,5,20,flat,True,False,30,0.007833000000012635,0.002624999999978339,0.0024999999999886224,0.019999999999992246,5000.02,1
30,5,20,flat,True,False,30,0.007707999999995163,0.0026250000000060947,0.0024999999999886224,0.020041999999997895,5000.020042,1
30,5,20,flat,True,False,30,0.007415999999982326,0.002541999999994271,0.0024170000000045544,0.019500000000005624,5000.0195,1
30,5,20,flat,True,False,30,0.007457999999987974,0.002583000000000446,0.0023749999999989058,0.01962499999999534,5000.019625,1
30,5,20,flat,True,False,30,0.007499999999993623,0.002583000000000446,0.002415999999977325,0.0195410000000118,5000.019541,1
30,5,20,nested,True,False,30,0.013665999999995515,0.005375000000001906,0.0030000000000030003,0.04125000000002044,5000.04125,1
30,5,20,nested,True,False,30,0.01295899999997907,0.004625000000008095,0.00279200000000146,0.042874999999997776,5000.042875,1
30,5,20,nested,True,False,30,0.010041999999987894,0.0029170000000189322,0.002583000000000446,0.03133300000002226,5000.031333,1
30,5,20,nested,True,False,30,0.009542000000001272,0.0027499999999958114,0.0024999999999886224,0.030124999999991964,5000.030125,1
30,5,20,nested,True,False,30,0.009542000000001272,0.00279200000000146,0.0025409999999947974,0.030374999999999153,5000.030375,1
30,5,20,nested,True,False,30,0.009499999999995623,0.0026250000000060947,0.002541999999994271,0.030000000000002247,5000.03,1
